0,1,2,3,12,10
1,1,2,7,13,10
2,1,2,7,6,11
3,2,2,25,13,21
4,1,2,5,12,11
5,1,2,8,10,11
6,2,2,17,27,18
7,3,2,19,19,11
8,1,2,9,11,14
9,3,2,28,23,31
10,2,2,1,4,2
11,1,2,7,4,9
12,2,2,15,12,18
13,4,2,42,46,27
14,5,1,40,40,28
15,1,2,0,1,1
