0,1,2,0,10,10
1,4,2,49,28,25
2,1,2,6,12,11
3,2,2,27,9,22
4,1,2,9,13,15
5,1,2,10,9,14
6,2,2,16,21,15
7,2,2,17,9,8
8,1,2,9,8,13
9,2,2,17,25,23
10,1,2,0,5,3
11,1,2,2,10,8
12,3,2,34,22,39
13,1,2,6,10,11
14,5,1,38,36,30
15,3,2,33,30,26
