0,1,2,8,13,14
1,3,2,43,28,21
2,2,2,15,28,21
3,2,2,21,17,18
4,1,2,7,5,11
5,1,2,7,12,12
6,1,2,3,14,8
7,4,2,36,28,24
8,1,2,8,18,17
9,1,2,11,11,13
10,1,2,0,2,2
11,1,2,6,16,12
12,2,2,20,13,20
13,3,2,32,28,30
14,5,1,29,17,27
15,2,2,19,13,15
